title  Photometry data for ATLAS2_551047062 from search centered on HS Hya using the atlas calibration catalog
Median of Right Ascension  156.15356, rms   0.00242
Median of Declination      -19.09218, rms   0.00233
Median of magcal_magdep         8.19, rms      0.28
Median of magcal_local_rms      0.25, rms      0.15
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	NUMBER	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2432888.983002	1948.922085	 8.12	 0.35	11.94	156.15606	-19.09458	-88.0	0.039	ai41786	197	0	1349454848	198569	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2432891.564407	1948.929138	 8.29	 0.39	12.06	156.15011	-19.07964	-14.2	0.552	am27249	194	41959424	1349389314	10758	320	0.000700	14,23,25	1,10,11,17,18,19,21,22,28,30	6,8
2432891.953755	1948.930202	 8.27	 0.28	12.36	156.15640	-19.09043	 56.1	0.196	ai41792	197	0	1349452800	194908	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2432895.917653	1948.941032	 8.07	 0.34	11.50	156.15133	-19.08981	 17.8	0.392	ai41795	197	0	1349453824	217696	256	0.000700		11,16,17,18,19,21,22,28,30	8
2432895.999257	1948.941255	 8.10	 0.39	11.81	156.15375	-19.09515	 81.4	0.080	ai41797	197	0	1349454848	210298	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2432909.487414	1948.978108	 8.66	 0.37	13.99	156.14773	-19.09907	 40.3	0.269	am27267	194	41943040	1349389312	500636	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2432914.560759	1948.991969	 8.37	 0.83	13.89	156.15421	-19.08988	-64.5	0.373	rb16087	191	33554432	1349389312	608715	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2432946.744572	1949.080122	 8.09	 0.21	15.18	156.15285	-19.09172	-55.3	0.122	rh14899	191	33554432	1349387264	234038	448	0.000700	25	10,17,18,19,21,22,28,30	6,7,8
2432956.484427	1949.106807	 8.20	 0.35	13.04	156.15575	-19.08870	-50.0	0.131	bi04664	194	0	1349454850	442071	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2432968.374801	1949.139383	 7.93	 0.21	15.61	156.15641	-19.08860	 76.3	0.170	ax04563	197	8388608	1349452803	243585	448	0.000700	23	0,1,10,16,17,18,19,21,22,28,30	6,7,8
2432969.385942	1949.142153	 7.61	 0.46	13.89	156.14323	-19.09396	 85.8	0.457	ax04564	197	41943040	1349389312	320813	320	0.020833	23,25	10,11,17,18,19,21,22,28,30	6,8
2432975.340910	1949.158468	 8.38	 0.33	15.33	156.15147	-19.08813	-31.1	0.213	ax04565	197	8388608	1349452803	210008	448	0.000700	23	0,1,10,16,17,18,19,21,22,28,30	6,7,8
2432976.356542	1949.161251	 7.79	 0.61	15.07	156.15236	-19.08751	-51.5	0.070	ax04566	197	41943040	1349389314	180474	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2433000.437607	1949.227226	 8.94	 0.79	13.95	156.15190	-19.08992	 53.7	0.271	rb16178	191	41959424	1349389312	585208	320	0.000700	14,23,25	10,11,17,18,19,21,22,28,30	6,8
2433003.353149	1949.235214	 8.20	 0.51	13.10	156.15493	-19.09139	-59.6	0.247	bi04722	194	0	1349452802	455308	448	0.000700		1,10,16,17,18,19,21,22,28,30	6,7,8
2433004.290137	1949.237781	 8.29	 0.40	10.91	156.15453	-19.08914	 23.5	0.538	am27369	194	268451840	1349190656	22831	448	0.000700	14,28	10,16,17,19,21,22,28,30	6,7,8
2433005.432110	1949.240910	 8.34	 0.37	16.22	156.15554	-19.09343	 41.4	0.224	rb16193	191	0	1349454848	306900	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433011.423115	1949.257324	 8.77	 0.76	13.96	156.15408	-19.09025	-60.6	0.344	rb16203	191	0	1349454848	600101	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433012.424496	1949.260067	10.08	 0.46	15.11	156.15174	-19.09288	-23.6	0.199	rb16208	191	0	1349452800	175434	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433024.312861	1949.292638	 8.14	 0.34	12.48	156.15551	-19.08913	-27.3	0.041	bi04756	194	0	1349454848	470980	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433025.234588	1949.295163	 8.23	 0.15	12.11	156.15107	-19.07789	 -8.4	0.546	am27401	194	41959424	1349389312	15617	320	0.000700	14,23,25	10,11,17,18,19,21,22,28,30	6,8
2433026.330133	1949.298165	 8.88	 0.42	10.87	156.15176	-19.09231	 44.0	0.402	bi04760	194	0	1349453824	515038	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433033.325116	1949.317329	 8.44	 0.31	12.01	156.15362	-19.09234	 86.1	0.242	bi04775	194	0	1349454848	524585	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433034.297040	1949.319992	 8.18	 0.38	13.81	156.14871	-19.09873	 35.3	0.332	am27423	194	41943040	1349389312	574931	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2433040.320742	1949.336495	 7.86	 0.47	13.11	156.15291	-19.09189	-72.1	0.226	bi04794	194	0	1349454850	404419	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2433053.234371	1949.371875	 8.01	 0.35	13.22	156.15557	-19.09024	-72.9	0.206	bi04809	194	268435456	1349454851	436132	320	0.000700	28	0,1,10,11,16,17,18,19,21,22,28,30	6,8
2433055.316000	1949.377578	 8.64	 0.77	13.50	156.15199	-19.09014	 58.0	0.188	rb16286	191	33570816	1349387264	574019	448	0.000700	14,25	10,17,18,19,21,22,28,30	6,7,8
2433081.218536	1949.448544	 8.64	 0.30	14.33	156.14845	-19.09974	 32.6	0.265	am27514	194	41943040	1349389312	521525	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2433084.228091	1949.456789	 9.27	 0.64	15.02	156.15198	-19.09311	-21.4	0.231	rb16327	191	0	1349454848	142808	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433092.228425	1949.478708	 9.10	 0.67	13.75	156.15407	-19.09049	-70.9	0.286	rb16357	191	0	1349454848	493486	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433236.012662	1949.872637	 8.07	 0.18	10.04	156.15377	-19.09333	-77.0	0.429	kb01134	189	128	1349452800	331136	449	0.000700	7	10,16,17,18,19,21,22,28,30	0,6,7,8
2433244.968985	1949.897175	 7.99	 0.13	 9.96	156.15202	-19.09207	-41.8	0.129	ai42414	197	0	1349453824	340348	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433246.011784	1949.900032	 8.00	 0.24	11.95	156.15979	-19.09382	-61.6	0.333	kb01169	189	33554432	1349387264	449804	448	0.000700	25	10,17,18,19,21,22,28,30	6,7,8
2433246.014910	1949.900041	 8.13	 0.21	10.71	156.15189	-19.09435	-86.2	0.120	ai42424	197	0	1349453826	109638	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2433246.026716	1949.900073	 8.23	 0.37	10.32	156.15355	-19.09277	-65.3	0.139	kb01170	189	268435456	1349454848	359029	320	0.000700	28	10,11,16,17,18,19,21,22,28,30	6,8
2433247.027153	1949.902814	 8.26	 0.82	 9.77	156.14105	-19.09668	-58.9	0.355	kd00775	185	343933056	1349124099	14328	388	0.000700	7,23,26,28	0,1,17,19,21,22,28,30	2,7,8
2433247.999460	1949.905478	 8.23	 0.31	11.51	156.15167	-19.08823	 82.6	0.361	ai42427	197	0	1349453826	98646	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2433247.999460	1949.905478	 8.14	 0.18	12.57	156.15234	-19.09366	-27.9	0.180	kc00705	189	0	1349453824	57155	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433248.011266	1949.905510	 8.78	 0.09	10.77	156.15431	-19.09186	 31.2	0.587	kb01177	189	0	1349452800	465098	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433248.026893	1949.905553	 8.67	 0.23	10.67	156.15368	-19.09208	 63.2	0.350	kd00782	185	128	1349453824	9215	260	0.000700	7	11,16,17,18,19,21,22,28,30	2,8
2433249.016564	1949.908265	 8.41	 0.30	10.46	156.15368	-19.09398	-89.4	0.236	kd00790	185	128	1349453824	21209	260	0.000700	7	11,16,17,18,19,21,22,28,30	2,8
2433265.030845	1949.952139	 8.12	 0.22	10.56	156.15352	-19.09417	 45.2	0.477	kb01209	189	128	1349452800	343605	449	0.000700	7	10,16,17,18,19,21,22,28,30	0,6,7,8
2433266.001417	1949.954798	 8.10	 0.14	10.06	156.15364	-19.09450	 30.5	0.594	kb01208	189	0	1349452800	434663	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433268.949595	1949.962876	 8.18	 0.16	11.14	156.15521	-19.10212	 22.6	0.565	kb01214	189	41943040	1349389314	404675	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2433268.949596	1949.962876	 8.04	 0.21	11.41	156.14807	-19.08642	 75.5	0.399	ai42464	197	0	1349451776	114690	384	0.000700		16,17,18,19,21,22,28,30	7,8
2433269.003419	1949.963023	 8.19	 0.18	11.56	156.15562	-19.09659	 38.4	0.446	kb01215	189	0	1349453825	393690	256	0.000700		0,11,16,17,18,19,21,22,28,30	8
2433269.032589	1949.963103	 8.40	 0.24	11.89	156.14915	-19.09779	 44.9	0.443	kb01221	189	8388608	1349388291	650340	256	0.000700	23	0,1,11,17,18,19,21,22,28,30	8
2433270.001771	1949.965758	 8.30	 0.36	11.84	156.15102	-19.09756	 38.2	0.456	kb01220	189	0	1349453827	735514	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2433270.012189	1949.965787	 8.30	 0.23	 9.65	156.15155	-19.09380	-89.9	0.591	ka01473	185	33554560	1349387264	435072	449	0.013889	7,25	10,17,18,19,21,22,28,30	0,6,7,8
2433272.017226	1949.971280	 8.08	 0.16	12.20	156.14409	-19.09165	-69.7	0.272	ka01479	185	8388736	1479412739	126463	328	0.000700	7,23	0,1,10,11,17,18,19,21,27,28,30	3,6,8
2433272.949945	1949.973835	 8.02	 0.19	11.55	156.15464	-19.09802	 24.8	0.550	kb01223	189	0	1349454851	353157	320	0.000700		0,1,10,11,16,17,18,19,21,22,28,30	6,8
2433272.949946	1949.973835	 7.92	 0.21	11.27	156.15440	-19.08768	 82.7	0.431	ai42473	197	0	1349453824	70728	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433274.035803	1949.976810	 8.23	 0.31	10.53	156.15180	-19.09433	 41.5	0.595	kb01228	189	0	1349453824	351861	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433274.954632	1949.979328	 8.13	 0.42	11.42	156.15380	-19.08851	 84.8	0.367	ai42476	197	0	1349453824	88813	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433274.954632	1949.979328	 8.47	 0.35	11.65	156.15352	-19.09355	 20.5	0.454	kb01226	189	0	1349452802	481862	448	0.000700		1,10,16,17,18,19,21,22,28,30	6,7,8
2433275.002206	1949.979458	 8.22	 0.25	11.71	156.15548	-19.09234	 44.7	0.285	kb01227	189	0	1349453827	644825	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2433275.950203	1949.982055	 8.64	 0.53	11.58	156.14904	-19.11047	 18.0	0.487	kb01232	189	41943040	1349386243	557611	384	0.000700	23,25	0,1,17,18,19,21,22,28,30	7,8
2433275.950204	1949.982055	 8.03	 0.23	11.45	156.15535	-19.08830	-89.2	0.331	ai42482	197	0	1349453824	97822	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433277.929538	1949.987478	 8.47	 0.33	11.68	156.15639	-19.08849	 33.5	0.455	kb01238	189	128	1349452803	400857	449	0.000700	7	0,1,10,16,17,18,19,21,22,28,30	0,6,7,8
2433277.992043	1949.987649	 8.57	 0.32	10.84	156.15520	-19.09234	 36.1	0.741	kb01239	189	128	1345260544	262015	4417	0.000700	7	10,11,16,17,18,19,21,28,30	0,6,8,12
2433296.804649	1950.039191	 8.28	 0.31	14.93	156.15250	-19.09188	-64.8	0.279	rh15240	191	33554432	1349389312	227878	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2433308.459347	1950.071121	 8.81	 0.42	13.85	156.15114	-19.08898	 50.0	0.283	rb16586	191	41959424	1349389312	547403	320	0.000700	14,23,25	10,11,17,18,19,21,22,28,30	6,8
2433308.869265	1950.072245	 8.17	 0.13	11.64	156.15067	-19.08727	-78.6	0.516	ai42525	197	0	1349451776	120907	384	0.000700		16,17,18,19,21,22,28,30	7,8
2433335.343716	1950.144777	 8.44	 0.33	13.92	156.14789	-19.09991	 41.4	0.285	am27847	194	41943040	1349389312	577352	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2433347.658620	1950.178517	 7.89	 0.21	11.30	156.15190	-19.09125	 67.6	0.163	ac41504	193	268435456	1349453824	112799	256	0.000700	28	11,16,17,18,19,21,22,28,30	8
2433362.682587	1950.219678	 8.41	 0.22	13.83	156.16100	-19.08825	-77.6	0.126	ac41529	193	41943040	1349389314	246204	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2433363.356525	1950.221525	 8.57	 0.53	13.59	156.15239	-19.09011	 57.8	0.229	rb16602	191	16384	1349454848	749281	320	0.000700	14	10,11,16,17,18,19,21,22,28,30	6,8
2433364.743421	1950.225324	 8.43	 0.55	10.84	156.15339	-19.09420	-87.2	0.294	ke00019	185	0	1349453824	75482	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433379.702944	1950.266309	 8.16	 0.14	11.13	156.15395	-19.09294	 82.1	0.711	kb01350	189	128	1349452802	494330	4545	0.000700	7	1,10,16,17,18,19,21,22,28,30	0,6,7,8,12
2433381.298408	1950.270681	 8.16	 0.24	11.76	156.15695	-19.08994	-60.2	0.147	bi05127	194	0	1349452800	475951	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433381.370083	1950.270877	 8.56	 0.64	11.03	156.15460	-19.09394	-20.7	0.413	rb16608	191	276824192	1349192704	110472	321	0.000700	7,23,28	10,11,16,17,19,21,22,28,30	0,6,8
2433384.753733	1950.280147	 8.18	 0.12	11.17	156.14976	-19.09456	 53.0	0.357	ka01686	189	0	1349454848	364605	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433387.742806	1950.288336	 8.38	 0.16	10.29	156.15084	-19.09360	 47.4	0.374	ka01694	189	0	1349454848	391415	320	0.013889		10,11,16,17,18,19,21,22,28,30	6,8
2433388.300394	1950.289864	 8.12	 0.23	11.89	156.14951	-19.07716	-10.0	0.459	am27867	194	41959424	1349387264	14836	448	0.000700	14,23,25	10,17,18,19,21,22,28,30	6,7,8
2433389.743039	1950.293817	 8.19	 0.12	11.72	156.15274	-19.09075	 60.4	0.329	ka01704	185	0	1349452800	387141	448	0.013889		10,16,17,18,19,21,22,28,30	6,7,8
2433390.370992	1950.295537	 8.53	 0.85	14.70	156.15429	-19.08998	-54.4	0.327	rb16615	191	0	1349452800	616844	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433390.375148	1950.295548	 8.16	 0.26	13.23	156.15563	-19.09250	-46.8	0.169	bi05135	194	0	1349452802	538927	448	0.000700		1,10,16,17,18,19,21,22,28,30	6,7,8
2433391.330808	1950.298167	 7.96	 0.31	13.27	156.15409	-19.08973	-71.5	0.295	bi05137	194	0	1349454848	490313	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433391.681812	1950.299128	 8.93	 0.19	 9.79	156.15344	-19.08809	-58.0	0.026	ka01709	185	8388608	1349386240	365911	384	0.013889	23	17,18,19,21,22,28,30	7,8
2433391.743614	1950.299298	 8.42	 0.20	 9.77	156.15422	-19.08965	 38.0	0.564	ka01710	185	0	1349454848	366689	320	0.013889		10,11,16,17,18,19,21,22,28,30	6,8
2433392.697721	1950.301912	 8.01	 0.13	11.84	156.14833	-19.08996	 78.9	0.402	kb01373	189	0	1349452800	588631	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433392.743900	1950.302038	 8.18	 0.25	11.91	156.15773	-19.09195	 28.5	0.252	ka01716	192	0	1349454848	357319	320	0.013889		10,11,16,17,18,19,21,22,28,30	6,8
2433393.774044	1950.304860	 8.25	 0.25	10.60	156.15683	-19.09005	 41.6	0.704	ka01722	185	0	1349454848	408273	4416	0.034722		10,11,16,17,18,19,21,22,28,30	6,8,12
2433407.298497	1950.341914	 8.18	 0.31	15.58	156.15428	-19.09272	 42.1	0.104	rb16629	191	33554560	1349387264	336518	449	0.000700	7,25	10,17,18,19,21,22,28,30	0,6,7,8
2433411.680408	1950.353919	 8.14	 0.18	11.88	156.15142	-19.09237	 66.2	0.371	ka01737	185	0	1349454848	362518	320	0.013889		10,11,16,17,18,19,21,22,28,30	6,8
2433412.679982	1950.356657	 8.18	 0.17	10.90	156.15366	-19.08934	 20.7	0.255	ka01740	189	128	1349453824	185738	257	0.013889	7	11,16,17,18,19,21,22,28,30	0,8
2433416.296765	1950.366566	 8.43	 0.35	12.81	156.15208	-19.08987	 50.7	0.231	rb16635	191	16384	1349452800	685811	448	0.000700	14	10,16,17,18,19,21,22,28,30	6,7,8
2433424.230633	1950.388303	 8.35	 0.24	14.37	156.15502	-19.09345	 31.8	0.284	rb16645	191	33554432	1349389312	116438	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2433424.232710	1950.388309	 8.17	 0.29	11.83	156.15293	-19.09240	 81.0	0.244	bi05163	194	0	1349454848	327604	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433424.284647	1950.388451	 8.03	 0.22	11.33	156.15368	-19.09220	  7.5	0.193	am27903	194	0	1349452800	430138	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433425.284603	1950.391191	 8.53	 0.30	13.93	156.15893	-19.09721	-50.0	0.262	am27906	194	41943040	1349387264	616797	448	0.000700	23,25	10,17,18,19,21,22,28,30	6,7,8
2433439.235474	1950.429412	 7.99	 0.33	12.41	156.15614	-19.09187	-54.8	0.022	bi05179	194	268435456	1349454848	530717	320	0.000700	28	10,11,16,17,18,19,21,22,28,30	6,8
2433453.221664	1950.467731	 7.93	 0.31	13.29	156.14626	-19.10211	 40.8	0.252	am27946	194	41943040	1349389312	546540	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2433603.009683	1950.878109	 7.85	 0.48	13.01	156.15591	-19.09049	 52.7	0.498	kf00412	185	0	1349453824	362750	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433624.959187	1950.938244	 8.12	 0.19	12.06	156.15670	-19.09393	-13.9	0.363	kb01800	185	268435456	1349453826	341485	256	0.000700	28	1,11,16,17,18,19,21,22,28,30	8
2433626.000253	1950.941097	 8.14	 0.26	13.33	156.15572	-19.08896	-32.2	0.276	ka02207	185	33554432	1349389314	345698	320	0.000700	25	1,10,11,17,18,19,21,22,28,30	6,8
2433626.000949	1950.941098	 8.15	 0.19	12.33	156.13928	-19.08496	-74.1	0.259	kb01812	189	8388608	1349389313	426635	320	0.000700	23	0,10,11,17,18,19,21,22,28,30	6,8
2433626.029075	1950.941176	 8.09	 0.09	11.75	156.15136	-19.08986	-30.6	0.337	ka02208	185	0	1349454848	499008	320	0.007500		10,11,16,17,18,19,21,22,28,30	6,8
2433626.959367	1950.943724	 8.05	 0.19	11.40	156.15113	-19.08914	 39.5	0.580	kf00445	185	0	1349453824	259935	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433627.958415	1950.946461	 8.18	 0.22	11.67	156.15491	-19.09184	-69.2	0.418	ka02230	185	0	1349454850	539294	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2433628.032380	1950.946664	 8.00	 0.22	11.79	156.14733	-19.10255	 66.2	0.413	kf00469	185	8388608	1349386242	515344	384	0.000700	23	1,17,18,19,21,22,28,30	7,8
2433629.000522	1950.949316	 8.04	 0.27	13.12	156.15201	-19.08920	  9.1	0.161	ka02243	185	33554432	1349389314	426190	320	0.000700	25	1,10,11,17,18,19,21,22,28,30	6,8
2433631.000353	1950.954795	 8.17	 0.49	13.18	156.14985	-19.09001	 42.5	0.230	ka02265	185	0	1349454848	420175	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433649.934260	1951.006669	 7.95	 0.82	12.26	156.15266	-19.08954	-59.0	0.330	ka02271	185	0	1349453824	461774	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433649.965860	1951.006756	 8.01	 0.24	11.87	156.15416	-19.08976	-51.8	0.396	ka02272	185	0	1349454848	444331	320	0.007500		10,11,16,17,18,19,21,22,28,30	6,8
2433649.997460	1951.006842	 8.02	 0.27	11.24	156.15067	-19.09403	 60.7	0.458	ka02273	185	0	1349453824	429559	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433650.025240	1951.006918	 7.97	 0.20	11.37	156.15190	-19.09278	 63.5	0.454	ka02274	185	0	1349454848	436761	320	0.007500		10,11,16,17,18,19,21,22,28,30	6,8
2433650.041213	1951.006962	 8.06	 0.22	11.09	156.15252	-19.09310	 58.0	0.442	ka02275	185	128	1349453824	420952	257	0.007500	7	11,16,17,18,19,21,22,28,30	0,8
2433650.887808	1951.009282	 8.01	 0.24	12.02	156.15346	-19.09158	 54.7	0.335	kh00006	185	0	1349451778	427527	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2433650.949966	1951.009452	 8.04	 0.11	12.75	156.15544	-19.09118	-54.2	0.342	ka02278	185	0	1349454848	429581	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433651.007957	1951.009611	 7.98	 0.20	12.89	156.14560	-19.09028	 61.2	0.517	ka02279	185	0	1349451778	365326	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2433651.039209	1951.009696	 8.10	 0.11	12.15	156.15785	-19.08976	 59.5	0.466	ka02280	185	128	1349453827	864477	257	0.007500	7	0,1,11,16,17,18,19,21,22,28,30	0,8
2433652.988321	1951.015036	 8.09	 0.19	13.09	156.14681	-19.09260	 55.5	0.310	ka02286	185	512	1886322691	571998	384	1.000000	9	0,1,16,17,18,19,21,22,28,29,30	7,8
2433653.887696	1951.017501	 8.19	 0.28	12.92	156.15085	-19.08970	  0.7	0.223	ka02290	185	0	1349453827	326355	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
2433653.950201	1951.017672	 8.49	 0.19	13.22	156.15516	-19.08812	-11.2	0.243	ka02291	185	33554432	1349387266	385339	448	0.000700	25	1,10,17,18,19,21,22,28,30	6,7,8
2433654.041527	1951.017922	 8.22	 0.20	12.21	156.15175	-19.09344	 61.9	0.360	ka02293	185	0	1349453827	428062	256	0.007500		0,1,11,16,17,18,19,21,22,28,30	8
2433665.958698	1951.050572	 8.30	 0.19	11.41	156.15104	-19.09121	 60.2	0.246	ka02317	185	128	1349452800	457656	449	0.006944	7	10,16,17,18,19,21,22,28,30	0,6,7,8
2433684.869096	1951.102381	 8.27	 0.24	13.26	156.15153	-19.09837	 84.3	0.087	kh00045	185	310378496	1349386243	155488	384	0.000700	23,25,28	0,1,17,18,19,21,22,28,30	7,8
2433688.868906	1951.113339	 8.55	 0.17	12.45	156.15660	-19.09336	-69.7	0.186	kh00055	185	0	1349452800	425224	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433690.386297	1951.117497	 8.27	 0.49	10.55	156.15311	-19.09293	 45.1	0.098	am28143	194	128	1479477248	386305	264	0.000700	7	11,16,17,18,19,21,27,28,30	3,8
2433706.291367	1951.161072	 8.00	 0.24	12.62	156.15344	-19.09229	-50.8	0.032	bi05360	194	0	1349452800	492339	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2433706.687405	1951.162157	 8.04	 0.26	15.37	156.15294	-19.09226	-82.5	0.098	rh15582	191	33554432	1349389312	234843	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2433706.765496	1951.162371	 7.91	 0.20	11.95	156.15419	-19.09688	-47.7	0.089	kh00073	185	0	1349451777	440202	384	0.000700		0,16,17,18,19,21,22,28,30	7,8
2433707.368983	1951.164025	 9.03	 0.49	14.01	156.15150	-19.09285	-19.8	0.250	rb16860	191	33554432	1349389312	253955	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2433707.788421	1951.165174	 7.98	 0.44	10.83	156.15353	-19.09239	  6.9	0.253	kh00076	185	0	1349453824	531407	256	0.000700		11,16,17,18,19,21,22,28,30	8
2433707.827310	1951.165280	 7.92	 0.30	13.27	156.14683	-19.08952	 58.6	0.390	ka02358	185	0	1349454848	437045	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433707.828005	1951.165282	 8.19	 0.24	11.70	156.15919	-19.09483	-47.3	0.388	kh00077	185	268435456	1349453824	374021	256	0.000700	28	11,16,17,18,19,21,22,28,30	8
2433713.662433	1951.181267	 8.10	 0.27	13.64	156.15513	-19.08802	-16.7	0.480	ac41913	193	33570816	1349389312	6071	320	0.000700	14,25	10,11,17,18,19,21,22,28,30	6,8
2433717.725921	1951.192400	 8.09	 0.18	12.11	156.15324	-19.09545	 -0.4	0.279	kh00083	185	0	1349451776	391135	384	0.000700		16,17,18,19,21,22,28,30	7,8
2433717.785990	1951.192564	 8.27	 0.15	12.11	156.15386	-19.09536	-41.3	0.143	kh00084	185	0	1349451776	404200	384	0.000700		16,17,18,19,21,22,28,30	7,8
2433719.807846	1951.198104	 7.79	 0.47	13.25	156.14714	-19.09005	 65.7	0.555	ka02383	185	0	1349453826	431080	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2433735.662348	1951.241541	 8.10	 0.29	11.21	156.15320	-19.09015	 36.1	0.101	kh00098	185	33554432	1349386242	386155	384	0.000700	25	1,17,18,19,21,22,28,30	7,8
2433735.723110	1951.241707	 8.02	 0.21	11.29	156.15112	-19.09289	 33.1	0.368	kh00099	185	0	1349451776	372162	384	0.000700		16,17,18,19,21,22,28,30	7,8
2433736.703631	1951.244394	 8.58	 0.30	11.59	156.15271	-19.09115	 -3.5	0.307	kh00102	185	268435584	1479477248	374632	264	0.000700	7,28	11,16,17,18,19,21,27,28,30	3,8
2433740.715630	1951.255385	 8.19	 0.17	11.02	156.15310	-19.09296	  2.4	0.349	kh00109	185	0	1349451776	350593	384	0.000700		16,17,18,19,21,22,28,30	7,8
2433741.714894	1951.258123	 8.05	 0.72	11.84	156.15392	-19.09080	-56.8	0.295	ka02409	185	0	1349454848	400334	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2433833.232798	1951.508857	 8.94	 0.63	13.01	156.15233	-19.09095	 49.6	0.212	rb16895	191	33570816	1349389312	400513	320	0.000700	14,25	10,11,17,18,19,21,22,28,30	6,8
2434066.839385	1952.148468	 8.15	 0.16	11.44	156.16507	-19.09166	-86.5	0.667	ai43512	197	41943168	1349388290	176587	4353	0.000700	7,23,25	1,11,17,18,19,21,22,28,30	0,8,12
2434066.880706	1952.148581	 8.00	 0.28	11.12	156.15231	-19.08547	 43.3	0.153	fa12671	198	0	1349453824	177374	256	0.000700		11,16,17,18,19,21,22,28,30	8
2434066.881400	1952.148583	 8.24	 0.79	10.37	156.15899	-19.09425	-84.0	0.532	ai43513	197	268435584	1349189632	192873	385	0.000700	7,28	16,17,19,21,22,28,30	0,7,8
2434068.755735	1952.153704	 8.34	 0.25	11.21	156.15040	-19.08957	 37.7	0.059	fa12675	198	33554432	1349388290	184043	256	0.000700	25	1,11,17,18,19,21,22,28,30	8
2434068.756082	1952.153705	 8.10	 0.28	10.45	156.15994	-19.09368	-79.7	0.747	ai43517	197	128	1345257474	254619	4481	0.000700	7	1,16,17,18,19,21,28,30	0,7,8,12
